가맹점명,서울페이앱분류업종,자치구명,기본주소
아름flowerstudio,원예/농업,강남구,서울특별시 강남구 강남대로94길 67
롯데리아 삼양사거리점,음식점,강북구,"서울 강북구 솔샘로 237 ,"
자이 옷수선,수리/AS,중랑구,"서울 중랑구 숙선옹주로 6-9,"
봄봄창의수학교습소,교육/서점,동대문구,서울특별시 동대문구 망우로 118-7
최은옥헤어샵,뷰티/미용,중랑구,서울 중랑구 봉우재로65길 32
올리비아  하슬러,레저/스포츠,동작구,서울  동작구  사당1동
K-펍(pub),음식점,구로구,"서울 구로구 경인로 661,"
별하미술교습소,교육/서점,노원구,서울특별시 노원구 덕릉로 459-47
현고대닭발,음식점,동작구,서울 동작구 동작대로23길 25
메가엠지씨커피 미아현대점,음식점,성북구,서울특별시 성북구 동소문로 309
꼬치주간,음식점,마포구,서울특별시 마포구 포은로 70-1
탭스터 (TAPSTER),음식점,서대문구,서울특별시 서대문구 증가로 1
씨유(CU) 중계벽산점,마트/슈퍼마켓,노원구,서울특별시 노원구 덕릉로77길 5
현방오백소갈비살,음식점,도봉구,서울특별시 도봉구 도당로2길 7
인현분식,음식점,중구,서울 중구 마른내로6길 16
아쉬트리(ASH TREE),음식점,광진구,서울특별시 광진구 아차산로49길 22
고향집 닭한마리,음식점,서대문구,서울특별시 서대문구 통일로 477-1
시장약국,병원/약국,강서구,서울 강서구 화곡로 206
봉봉푸줏간,식품,금천구,서울특별시 금천구 탑골로 3
삼환서점,교육/서점,강동구,서울 강동구 구천면로 427
만물할인마트,마트/슈퍼마켓,관악구,서울 관악구 남부순환로166길 65
앤한의원,병원/약국,송파구,"서울 송파구 송파대로 562,"
레가토  바이올린 교습소,교육/서점,강서구,서울특별시 강서구 강서로 532
Dr. 주 동물병원,반려동물,강동구,서울 강동구 양재대로 1376
원효문구매점,마트/슈퍼마켓,용산구,서울  용산구  원효로3가
운동하는여자,레저/스포츠,송파구,서울특별시 송파구 백제고분로7길 24-28
소문난집,음식점,서대문구,서울특별시 서대문구 응암로 64
에노테카 명동점,기타,중구,서울특별시 중구 남대문로 78
신승보  약국,병원/약국,광진구,서울 광진구 뚝섬로24길 11
마이도그(My Dog),반려동물,동대문구,서울특별시 성북구 돌곶이로 19
현진수산,식품,광진구,"서울 광진구 자양로15길 109-1,"
현경양고기,음식점,노원구,서울특별시 노원구 상계로3길 21
카페브릭스,음식점,성북구,"서울 성북구 정릉로26길 6-5,"
정릉경희한의원,병원/약국,성북구,"서울 성북구 보국문로11길 11,"
가온 태권스쿨,교육/서점,양천구,서울특별시 양천구 지양로7길 12
어죽맛집 예당,음식점,양천구,서울특별시 양천구 신정중앙로23길 7
더바른축산,식품,강서구,서울특별시 강서구 강서로 506
경복베이커리,제과점/커피,서초구,"서울 서초구 태봉로2길 60 ,"
스카이리딩학원,교육/서점,동작구,서울특별시 동작구 사당로23길 175
신보명약국,병원/약국,동대문구,서울 동대문구 천호대로79길 66
브리즘 을지로점,패션/잡화,중구,서울특별시 중구 을지로 100
불닭발땡초동대문엽기떡볶이 구로디지털단지역점,음식점,구로구,서울특별시 구로구 시흥대로 563
꽃님아씨,의류/직물,송파구,"서울 송파구 성내천로32길 19,"
베코 블루스,인테리어,중랑구,서울 중랑구 봉우재로25길 9
주)코리아세븐오류점,마트/슈퍼마켓,구로구,서울  구로구  오류동
올가드림뷰티,뷰티/미용,영등포구,서울특별시 영등포구 양산로 177
김미경헤어,뷰티/미용,마포구,서울 마포구 성지3길 48
늘푸른청과야채,식품,구로구,서울특별시 구로구 개봉로15길 7
메이저실용음악학원,교육/서점,구로구,서울 구로구 구일로 110
헤어 제3공간,뷰티/미용,광진구,서울특별시 광진구 능동로 133-1
이디야커피 마장동점,음식점,성동구,서울특별시 성동구 고산자로 339-2
수라면옥,음식점,서대문구,서울특별시 서대문구 연희로25길 81
금비,음식점,광진구,"서울 광진구 자양로 254,"
서생당약국,병원/약국,동대문구,서울 동대문구 서울시립대로 42
까페J&S,음식점,양천구,서울 양천구 화곡로4길 2
윤 Yoon#,뷰티/미용,관악구,서울특별시 관악구 조원로 99
제주도새기촌,음식점,은평구,서울특별시 은평구 증산로 377
낭만덮밥,음식점,성북구,서울특별시 성북구 삼양로 53
신전떡볶이,음식점,은평구,서울특별시 은평구 갈현로29길 12-1
500씨씨,음식점,강북구,서울특별시 강북구 삼각산로 104-1
(주)세인트제임스,가구,동대문구,"서울 동대문구 청계천로 447,"
진네일,뷰티/미용,도봉구,서울특별시 도봉구 덕릉로60다길 5
라움한복,의류/직물,강남구,"서울 강남구 도산대로89길 19-14,"
광진시니어클럽 우리동네 북적북적,마트/슈퍼마켓,광진구,"서울 광진구 광나루로12길 19,"
태광태권도체육관,교육/서점,양천구,서울특별시 양천구 목동서로2길 22
경희대석사 양목태권도합기도체육관,교육/서점,양천구,서울특별시 양천구 목동로19길 37
가산의료재단광동한방병원,병원/약국,강남구,서울 강남구 봉은사로 612
김우평치과의원,병원/약국,서대문구,"서울 서대문구 통일로37길 3,"
한국인삼,마트/슈퍼마켓,중구,서울 중구 남대문시장4길 22
그르르테이블,음식점,강동구,서울특별시 강동구 구천면로 640
핏트너(FITTNER),레저/스포츠,영등포구,서울특별시 영등포구 당산로36길 15
새태평양온누리약국,병원/약국,관악구,"서울 관악구 봉천로 616,"
이모네집,음식점,동작구,"서울 동작구 사당로 42,"
속시원카페,음식점,강남구,"서울 강남구 삼성로 212, 은마상가 비블럭 1층 192호 (대치동, 은마아파트)"
이디야커피 (화곡사거리점),제과점/커피,강서구,서울특별시 강서구 곰달래로 135
무너진 만리장성,음식점,강동구,서울특별시 강동구 양재대로85길 23
히말라야아이즈,생활,용산구,"서울 용산구 이태원로14길 19,"
맛남의 집,음식점,서초구,서울특별시 서초구 본마을길 25-8
레오콜렉션,패션/잡화,은평구,서울 은평구 응암로 188
양지스포츠,레저/스포츠,중구,서울  중구  을지로5가
헤어살롱그안에,뷰티/미용,성북구,서울특별시 성북구 화랑로11길 26
GLT장학학원,교육/서점,마포구,"서울 마포구 월드컵북로 210,"
카멜리온,제과점/커피,양천구,서울특별시 양천구 오목로 196
의정부 부대찌개,음식점,성동구,서울특별시 성동구 왕십리로 217
홍콩다방 중랑구청점,음식점,중랑구,서울특별시 중랑구 봉화산로3길 194
스탑버거 신림점,음식점,관악구,서울특별시 관악구 관천로20길 49
구찌식탁,음식점,관악구,서울특별시 관악구 낙성대로 34
정아수학교습소,교육/서점,마포구,서울특별시 마포구 도화2길 69
유대상정형외과의원,병원/약국,강남구,"서울 강남구 선릉로 38,"
IVY영수교습소,교육/서점,종로구,"서울 종로구 창덕궁길 129 ,"
마중물뷰티동,뷰티/미용,강남구,"서울 강남구 삼성로 212,"
별찌소곱창,음식점,송파구,"서울 송파구 성내천로 224,"
소담촌 강동역점,음식점,강동구,서울특별시 강동구 천호대로 1092
백운약국,병원/약국,도봉구,서울 도봉구 도봉로 468
엘라필라테스스튜디오 Ella Pilates Studio,레저/스포츠,송파구,"서울 송파구 올림픽로35가길 9,"
삼대나주곰탕,음식점,중구,"서울 중구 수표로2길 27,"
도쿄인헤어,뷰티/미용,성동구,서울 성동구 마조로9길 7
제민약국,병원/약국,양천구,서울  양천구  신월1동
코끼리슈퍼,마트/슈퍼마켓,송파구,서울  송파구  마천로28길  8
아띠앤레브,문구/완구,마포구,"서울 마포구 희우정로10길 15,"
서울바른마취통중의학과,병원/약국,구로구,서울특별시 구로구 경인로 319
오늘회식,식품,성동구,서울 성동구 용답중앙길 72
크랙커피,음식점,성북구,서울 성북구 보문로23길 7
더유룸,뷰티/미용,마포구,서울특별시 마포구 어울마당로5길 4
파워아이네트2관영어교습소,교육/서점,구로구,서울특별시 구로구 개봉로16가길 10-40
남산의사계절,음식점,중구,"서울 중구 퇴계로8길 54,"
(주)코리아세븐 종로삼일대로점,마트/슈퍼마켓,종로구,"서울 종로구 삼일대로 393-1,"
(주) 에스지에프앤디,음식점,강남구,서울특별시 강남구 강남대로98길 11
맛이차이나,음식점,금천구,서울특별시 금천구 가산디지털1로 196
한스친친,음식점,도봉구,서울특별시 도봉구 노해로 341
킴스수학학원,교육/서점,양천구,"서울 양천구 오목로 280,"
씨유(CU)역삼모제림점,마트/슈퍼마켓,강남구,서울특별시 강남구 언주로 428
신기종합주방,생활,광진구,서울특별시 광진구 광나루로 530
마드레산후조리원,병원/약국,동대문구,"서울 동대문구 전농로 102,"
마이안경,패션/잡화,성동구,"서울 성동구 한림말길 53,"
댓짱돈까스,음식점,강남구,서울특별시 강남구 자곡로 120
바나나,의류/직물,서대문구,서울특별시 서대문구 이화여대길 74
오렌즈 합정점,패션/잡화,마포구,"서울 마포구 독막로 9,"
아이블라썸,뷰티/미용,관악구,서울특별시 관악구 관악로10길 31-20
경희늘푸른노인전문병원,병원/약국,도봉구,서울특별시 도봉구 시루봉로 137
덕흥종합인테리어,의류/직물,은평구,서울  은평구  불광3동
장희헤어,뷰티/미용,서대문구,"서울 서대문구 연희로32길 48,"
장 모바일,사무기기/PC,영등포구,서울특별시 영등포구 신풍로 44
얼짱몸짱 홍제점,뷰티/미용,서대문구,서울특별시 서대문구 통일로 432-1
원조호수삼계탕,음식점,영등포구,서울 영등포구 도림로 274-1
VAVA안경콘택트,패션/잡화,강남구,"서울 강남구 선릉로 654,"
우모촌,음식점,중구,"서울 중구 남대문시장길 12-13,"
재단법인  아름다운가게,기타,중구,서울 중구 소공로 34
슈바빙,음식점,강남구,서울특별시 강남구 밤고개로1길 10
메머드익스프레스구로디지털중앙점,음식점,구로구,서울특별시 구로구 디지털로30길 31
아가페뮤직,악기,서초구,"서울 서초구 효령로 256,"
민국어교습소,교육/서점,금천구,서울특별시 금천구 시흥대로 158 201호
효동반점,음식점,강북구,서울특별시 강북구 도봉로53길 18
미스터원헤어컷,뷰티/미용,광진구,서울 광진구 뚝섬로56길 14
얼음왕국 사가정약속 250호점,마트/슈퍼마켓,중랑구,서울특별시 중랑구 사가정로72길 26
목동신트리점 이디야커피,제과점/커피,양천구,서울특별시 양천구 신정로 312
88정육점,식품,양천구,"서울 양천구 목동남로4길 6-16,"
미담헤어,뷰티/미용,은평구,서울특별시 은평구 서오릉로9길 15
길림성,음식점,영등포구,서울특별시 영등포구 신길로 184
카츠하루 홍대점,음식점,마포구,서울특별시 마포구 잔다리로 30-32
홍익동물병원,반려동물,마포구,서울 마포구 독막로 45
서핑브레드,제과점/커피,강동구,서울특별시 강동구 진황도로 214
더베이직(THE BASIC),뷰티/미용,강남구,"서울 강남구 남부순환로351길 30,"
이화꿈꾸다음악교습소,교육/서점,성북구,서울특별시 성북구 길음로 20
이(e)오일러 수학교습소,교육/서점,서초구,서울특별시 서초구 동광로 7-4
하이(Hi)수학 교습소,교육/서점,관악구,서울특별시 관악구 조원로13길 45
김이순 장춘식당,음식점,강남구,서울특별시 강남구 압구정로2길 53
도프커피,음식점,마포구,"서울 마포구 월드컵북로54길 17,"
최고당돈가스 (망우역점),음식점,중랑구,서울특별시 중랑구 망우로60길 37
메이드유 의원,병원/약국,노원구,서울특별시 노원구 노해로 456
진로마트,마트/슈퍼마켓,도봉구,서울특별시 도봉구 도봉산3길 50
엘에이뮤직실용음악학원,교육/서점,관악구,서울특별시 관악구 보라매로 62
범고래,음식점,마포구,서울특별시 마포구 백범로31길 7
소소막창,음식점,용산구,서울특별시 용산구 보광로 9
노스티 상일점,제과점/커피,강동구,서울특별시 강동구 상일로7길 11
지운당한약국,병원/약국,동대문구,서울  동대문구  제기2동
오늘은좋은날,음식점,마포구,서울 마포구 도화길 50-10
민 한의원,병원/약국,영등포구,"서울 영등포구 신길로 34,"
이루다스피치학원 노량진점,교육/서점,동작구,"서울 동작구 노량진로 104,"
초밥집,음식점,강남구,"서울 강남구 학동로101길 7,"
수미가샤브샤브,음식점,양천구,서울특별시 양천구 목동동로 379
아비꼬 올림픽공원역점,음식점,송파구,서울특별시 송파구 양재대로 1222
아소비 공부방 교습소,교육/서점,강동구,서울특별시 강동구 아리수로93가길 110
뷰티 바이 썬(BEAUTY BY SSUN),뷰티/미용,성북구,"서울 성북구 동소문로20나길 47,"
죠프리발레교습소,교육/서점,서대문구,"서울 서대문구 연희로 166,"
봄봄 피아노 교습소,교육/서점,관악구,서울특별시 관악구 문성로 86
생맛싸먹,음식점,종로구,서울  종로구  명륜동4가
정확한독해구문분석정독영어교습소,교육/서점,양천구,"서울 양천구 목동서로 349,"
법원약국,병원/약국,서초구,서울특별시 서초구 서초대로 270 1층 2호
궁중삼계탕,음식점,영등포구,서울  영등포구  영등포로35길  21
루리헤어,뷰티/미용,관악구,서울특별시 관악구 관악로 260
맘스터치 선유도역점,음식점,영등포구,서울특별시 영등포구 양평로 119-1
주식회사 더육곳간,식품,강서구,서울특별시 강서구 등촌로51길 29
마루헤어,뷰티/미용,강동구,"서울 강동구 천호대로 1239,"
씨스페이스(구로공단),마트/슈퍼마켓,관악구,서울 관악구 조원로 6
퍼스동물병원,반려동물,용산구,"서울 용산구 신흥로 54,"
을지타이,음식점,중구,서울특별시 중구 퇴계로27길 33
호강불백 신내점,음식점,중랑구,서울특별시 중랑구 신내역로3길 40-36
행컵,음식점,양천구,"서울 양천구 목동동로 379,"
